<<<<<<< HEAD
1,3058.279,일단 내꺼 ㅋㅋㅋ
2,3059.02,나해줘 나해줘 그러잖아 ㅋㅋㅋㅋㅋ
3,3060.759,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ으음~나먼저!^_^ 됫당 헤헤
4,3060.763,오른 발언권 최고 ㅋㅋㅋ
5,3060.956,하 사
6,3061.816,하사 ㅋㅋㅋㅋㅋ
7,3063.032,ㅋㅋㅋㅋㅋㅋㅋ
8,3063.052,루시안 도께
9,3063.059,포상 ㅋㅋㅋㅋ
10,3063.71,오른 패시브 바뀜??
11,3065.606,예가 너무 현실적이야 ㅋ
12,3065.861,옵져버 루시안 ㅋㅋㅋ
13,3066.2,머기표 ㅋㅋ
14,3066.344,대기표 ㄷㄷ
15,3066.486,ㅁㅍ
16,3066.573,ㅁㅍ
17,3066.587,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
18,3066.871,ㅁㅍ
19,3066.969,ㅁㅍ
20,3066.991,ㅁㅍ
21,3067.065,ㅁㅍ
22,3067.145,ㅁㅍ
23,3067.173,ㅁㅍ
24,3067.312,ㅁㅍ
25,3067.548,비유갑 ㅋㅋ
26,3067.569,ㅁㅍ
27,3067.811,ㅁㅍ
28,3067.845,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ나는 17렙에해주더리???
29,3067.956,ㅍ
30,3068.069,ㅁㅍ
31,3068.081,ㅁㅍ
32,3068.237,차라리 쉔궁을 타주지..
33,3068.291,ㅁㅍ
34,3068.534,ㅁㅍ
35,3068.537,ㅁㅍ
36,3068.61,ㅁㅍ
37,3068.673,ㅁㅍ
38,3068.807,ㅁㅍ
39,3068.836,ab
40,3068.857,ㅁㅍ
41,3068.859,ㅁㅍ
42,3068.93,ㅁㅍ
43,3068.938,대기표 ㅋㅋㅋㅋ
44,3069.161,ㅁㅍ
45,3069.387,대포는..
46,3069.681,ㅁㅍ
47,3069.689,ㅁㅍ
48,3069.911,블클 업글하면 존나쌘데
49,3070.329,ㅁㅍ
50,3070.365,ㅁㅍ
51,3070.458,ㅁㅎ
52,3070.474,ㅁㅍ
53,3071.185,ㅁㅍ
54,3071.277,ㅁㅍ
55,3071.284,ㅁㅍ
56,3071.304,ㅁㅍ
57,3071.343,ㅁㅍ
58,3071.36,ㅁㅍ
59,3071.475,ㅁㅍ
60,3071.497,ㅁㅍ
61,3071.764,ㅁㅍ\
62,3071.976,오른 띱
63,3072.533,ㅁㅍ
64,3072.969,ㅁㅍ
65,3073.219,ㅁㅍ
66,3073.795,ㅁㅍ
67,3074.637,ㅁㅍ
68,3074.692,ㅁㅍ
69,3074.702,오른니마~
70,3074.718,ㅁㅍ
71,3074.771,ㅁㅍ
72,3074.823,ㅁㅍ
73,3075.233,ㅁㅍ
74,3076.196,미드오른 좋네
75,3076.484,ㅜ
76,3076.851,ㅁㅍ?
77,3080.075,역시 진에어 원딜은 강하게 크는구나..
78,3080.086,ㅁㅍ
